# Autocorrelation functions of each variable listed.
# Values for orderParam only listed if non-Ising model.
# MCS Px Py Pz E OrderParam
1 0.358659 0.354073 1.00022 0.685136 0.816371
2 0.13685 0.136754 1.00027 0.50156 0.686678
3 0.0552671 0.0575051 1.00028 0.381884 0.581733
4 0.0210779 0.0294121 1.00029 0.297354 0.493401
5 0.00772395 0.0161752 1.00029 0.234689 0.420834
6 0.00311703 0.00618598 1.00029 0.184849 0.358883
7 0.00137531 0.00241488 1.00029 0.145926 0.306788
8 -0.00275733 -0.00338439 1.00029 0.116564 0.262211
9 -0.0028303 -0.00285846 1.00029 0.0928049 0.223128
10 -0.00544412 -0.000455981 1.00029 0.0751522 0.188969
11 -0.00422167 0.000292133 1.00029 0.0621805 0.159977
12 -0.00381236 -0.000311863 1.00029 0.0508803 0.136864
13 -0.00280581 0.000492298 1.00029 0.0421992 0.117299
14 0.00372175 -0.00217039 1.00029 0.0334159 0.101103
15 -0.000230968 -0.00179708 1.00029 0.026039 0.0868046
16 -0.000911662 -0.00180509 1.00029 0.0229007 0.0744952
17 -0.000562319 0.00129546 1.00029 0.0189055 0.0653745
18 -0.00382685 -0.00298106 1.00029 0.0191349 0.0572087
19 -0.00145092 -0.00361358 1.00029 0.0159567 0.050921
20 -0.000442873 -0.000589091 1.00029 0.01487 0.0447517
21 -0.000374404 -0.000519533 1.00029 0.0132519 0.0391883
22 0.00309354 0.00129195 1.00029 0.0114614 0.0330995
23 0.00115541 0.00198903 1.00029 0.0115107 0.0287383
24 0.00556043 0.000644923 1.00029 0.0106482 0.0248899
25 0.00523007 -0.00180609 1.00029 0.00914899 0.0200484
26 0.0049502 -0.00251667 1.00029 0.00784084 0.0169604
27 0.00171716 -0.000382421 1.00029 0.00720135 0.0150852
28 0.00259326 -0.00226847 1.00029 0.00524121 0.0130474
29 0.00421953 -0.000197269 1.00029 0.00568993 0.0103735
30 0.00375174 -0.000557064 1.00029 0.00547039 0.00826064
31 0.00367977 -0.00250116 1.00029 0.00555005 0.00633897
32 8.23909e-05 -0.00229049 1.00029 0.00548419 0.00427305
33 -0.00381685 -0.00501573 1.00029 0.00504937 0.0024647
34 -0.00494385 -0.00148733 1.00029 0.00233257 0.00122259
35 0.000285799 -0.000471994 1.00029 0.00241214 2.05954e-05
36 0.00352534 0.00136051 1.00029 0.00289737 -0.00131013
37 4.4408e-05 -0.00356654 1.00029 0.00403433 -0.00226706
38 -0.000223971 -0.00475351 1.00029 0.0036202 -0.00262673
39 0.00263624 -0.00539004 1.00029 0.00322027 -0.00265635
40 0.00210048 -0.00407996 1.00029 0.00200796 -0.00374221
41 0.0009505 -0.0010915 1.00029 0.00242217 -0.00350525
42 0.000474714 0.00161272 1.00029 0.000105873 -0.00349153
43 -0.000663274 0.0013495 1.00029 -0.0025702 -0.00301563
44 -0.0021711 0.0040192 1.00029 -0.00266919 -0.00268343
45 -0.00132248 0.00189695 1.00029 -0.00403933 -0.0028908
46 -0.000778222 0.0052422 1.00029 -0.00489192 -0.0039713
47 -0.00343653 0.005004 1.00029 -0.00474612 -0.0060101
48 -0.00497134 0.00241288 1.00029 -0.00496827 -0.00758181
49 -0.00367592 0.00607088 1.00029 -0.00673433 -0.0079497
50 -0.00167332 0.00368342 1.00029 -0.00547853 -0.00812626
51 -0.00160785 0.00289077 1.00029 -0.0062016 -0.00921997
52 -0.000669271 0.00137753 1.00029 -0.00545346 -0.00968506
53 0.00150625 0.00355481 1.00029 -0.00391504 -0.00939177
54 0.0036258 0.00531826 1.00029 -0.00159033 -0.00920029
55 0.0014053 0.00652175 1.00029 -0.00252567 -0.00824732
56 0.00253629 0.00202756 1.00029 -0.00235158 -0.00785245
57 -0.000106024 -0.00283043 1.00029 -0.00146694 -0.00918235
58 -0.000885674 -0.00354502 1.00029 0.000147464 -0.00957884
59 -0.00207714 -0.00194621 1.00029 -0.000592913 -0.0101985
60 0.00055018 0.00224974 1.00029 -0.00147631 -0.0101853
61 0.000321283 0.0042684 1.00029 -0.0013246 -0.0105554
62 -0.00257042 0.00121439 1.00029 9.35337e-05 -0.01068
63 -0.00425216 -0.00119609 1.00029 -0.00104072 -0.0114007
64 -0.00375688 0.000852594 1.00029 -0.00369803 -0.0109599
65 -0.00103461 -0.000847303 1.00029 -0.00662042 -0.0110238
66 0.00323797 0.00249795 1.00029 -0.00680102 -0.010871
67 0.00345987 0.00431544 1.00029 -0.0051973 -0.0103809
68 0.00260226 0.00286475 1.00029 -0.0054052 -0.0102456
69 0.00297459 -0.000396933 1.00029 -0.00445983 -0.00889653
