# Autocorrelation functions of each variable listed.
# Values for orderParam only listed if non-Ising model.
# MCS Px Py Pz E OrderParam
1 0.718558 0.434762 1.00001 0.946246 0.929524
2 0.523211 0.193976 1.00001 0.898714 0.882243
3 0.384034 0.0863305 1.00002 0.855887 0.84042
4 0.283906 0.0360695 1.00002 0.817023 0.803098
5 0.210492 0.0201583 1.00002 0.780941 0.769064
6 0.155836 0.00892001 1.00002 0.747392 0.737162
7 0.116227 0.00745345 1.00002 0.716352 0.707442
8 0.0862699 0.0064811 1.00002 0.687609 0.679973
9 0.0643905 0.0032868 1.00002 0.660565 0.653877
10 0.0470092 -0.000212865 1.00002 0.635302 0.629992
11 0.0374039 0.000385814 1.00002 0.611418 0.607596
12 0.0278512 0.00167961 1.00002 0.58937 0.58672
13 0.0226098 0.000502336 1.00002 0.56844 0.567113
14 0.0182651 0.00051439 1.00002 0.548844 0.548017
15 0.0139563 0.00383324 1.00002 0.53028 0.530023
16 0.00995207 0.00459666 1.00002 0.512434 0.512476
17 0.00692372 0.00301358 1.00002 0.495345 0.495505
18 0.00735771 0.000136699 1.00002 0.479359 0.479095
19 0.00650891 -0.00140621 1.00002 0.464311 0.46356
20 0.0060917 0.00318635 1.00002 0.449835 0.448793
21 0.00574163 0.00774676 1.00002 0.435992 0.434722
22 0.00540115 0.00540428 1.00002 0.422779 0.421599
23 0.00371074 0.00537213 1.00002 0.409866 0.408893
24 0.00330553 0.00448818 1.00002 0.397719 0.396873
25 0.00118592 0.00492614 1.00002 0.385752 0.38503
26 0.00207548 -0.000606628 1.00002 0.37447 0.373937
27 0.00217379 -0.00228213 1.00002 0.363649 0.36361
28 0.00107802 -0.000586538 1.00002 0.353831 0.353714
29 0.00133698 6.03575e-05 1.00002 0.344034 0.34402
30 0.00151441 -0.00124147 1.00002 0.33433 0.33453
31 0.000586483 -0.00338707 1.00002 0.325215 0.325093
32 0.000843042 -0.00213748 1.00002 0.316482 0.316158
33 0.0023704 -0.000739221 1.00002 0.308088 0.307767
34 0.00348056 -0.00538401 1.00002 0.300008 0.299777
35 0.00557619 -0.000333405 1.00002 0.292438 0.292377
36 0.00569847 -0.00241472 1.00002 0.284814 0.285119
37 0.00813938 -0.00237856 1.00002 0.277649 0.277982
38 0.0107961 -0.00367637 1.00002 0.270614 0.270364
39 0.0129325 -0.00830107 1.00002 0.263638 0.263152
40 0.0143519 -0.00501034 1.00002 0.256812 0.255912
41 0.0137141 -0.000208847 1.00002 0.249884 0.248545
42 0.0135942 -0.00118924 1.00002 0.242917 0.24162
43 0.0122203 -0.000224919 1.00002 0.236406 0.235054
44 0.0115993 0.00214167 1.00002 0.23024 0.228869
45 0.00871484 0.000148753 1.00002 0.224329 0.223126
46 0.00616124 0.00181622 1.00002 0.218437 0.217409
47 0.00675828 0.000470192 1.00002 0.212943 0.211674
48 0.00599819 -0.00295715 1.00002 0.207317 0.205778
49 0.00477534 -0.00114102 1.00002 0.201989 0.199976
50 0.00366998 -0.00142228 1.00002 0.196939 0.194711
51 0.00189086 0.00223007 1.00002 0.192204 0.190021
52 0.00183571 0.000217059 1.00002 0.187771 0.185535
53 0.00140172 0.00238275 1.00002 0.183615 0.181275
54 -0.000406183 0.00322251 1.00002 0.179348 0.177244
55 -0.00205104 0.00224614 1.00002 0.175083 0.173032
56 -0.00246345 0.000546534 1.00002 0.170846 0.168957
57 -0.00429533 -0.00232231 1.00002 0.166585 0.164571
58 -0.00545823 -0.00262366 1.00002 0.162039 0.16004
59 -0.00752269 -0.000433855 1.00002 0.158046 0.155883
60 -0.00794949 0.00035367 1.00002 0.15412 0.151825
61 -0.00697121 -0.00273214 1.00002 0.149755 0.14749
62 -0.00604808 0.00142245 1.00002 0.145386 0.14297
63 -0.00476289 0.00155505 1.00002 0.141686 0.138795
64 -0.00217812 -0.00272009 1.00002 0.138563 0.13473
65 -0.00151634 -0.00507061 1.00002 0.135581 0.1311
66 -0.00136049 -0.0016272 1.00002 0.132462 0.127599
67 -0.00210618 0.00250731 1.00002 0.129555 0.123973
68 -0.00394046 0.00244302 1.00002 0.126352 0.120827
69 -0.00337459 0.00416674 1.00002 0.123538 0.118064
70 -0.00213016 0.00519936 1.00002 0.120923 0.115282
71 -0.000753856 0.00201712 1.00002 0.118189 0.112219
72 0.000936554 0.00102066 1.00002 0.115982 0.109923
73 0.00183811 -0.00102852 1.00002 0.1142 0.107628
74 0.00300821 0.000642965 1.00002 0.113023 0.105748
