# Autocorrelation functions of each variable listed.
# Values for orderParam only listed if non-Ising model.
# MCS Px Py Pz E OrderParam
1 0.319131 0.320392 1.00007 0.495397 0.614021
2 0.105091 0.106869 1.00009 0.271495 0.400031
3 0.0333638 0.0352047 1.00009 0.155715 0.264597
4 0.0126171 0.0120686 1.00009 0.095086 0.175458
5 0.00396835 0.00462578 1.00009 0.0593579 0.116305
6 0.000115478 0.00424431 1.00009 0.0400116 0.0802881
7 -0.000130653 0.00189557 1.00009 0.0264953 0.055755
8 -0.00187488 0.000554004 1.00009 0.0154984 0.0409234
9 -0.0015685 0.000964897 1.00009 0.00901614 0.0279877
10 -0.00537472 0.00501203 1.00009 0.00536063 0.0196906
11 -0.00233628 0.00580917 1.00009 0.000626976 0.0131151
12 0.00118964 0.00274016 1.00009 -0.00251442 0.0103062
13 0.00126091 -0.000317442 1.00009 -0.00324408 0.00554012
14 0.00387688 -0.00102777 1.00009 -0.00114911 0.00439431
15 0.00466964 -0.00110796 1.00009 0.00163502 0.00124401
16 0.00285488 -0.00191761 1.00009 0.00296506 0.00197472
17 -0.00183337 0.00177859 1.00009 0.00153463 0.0010751
18 0.000479899 -3.12519e-05 1.00009 0.000308366 0.000827472
19 -0.000629895 -0.00145374 1.00009 -0.000872923 -0.000195993
20 -0.000606384 0.00075007 1.00009 -5.22741e-07 0.000178646
21 0.000767542 0.000920018 1.00009 0.000877514 8.44165e-05
22 0.000837708 0.0023186 1.00009 0.00300363 0.00024292
23 0.00271602 -0.00155932 1.00009 -0.000591993 0.000864986
24 0.00147324 -0.00324004 1.00009 -0.0029709 -0.00161691
25 0.000931752 -0.00370243 1.00009 -0.000460146 -0.000363178
26 0.00368365 -0.00281333 1.00009 -0.00134611 -6.18316e-05
27 0.00217233 -0.0019555 1.00009 -0.000541805 0.00152708
28 0.0032013 0.00306608 1.00009 -0.00205036 0.000542663
29 0.00495839 0.00170392 1.00009 -0.0024715 0.000200523
30 0.00451645 -0.000381081 1.00009 -0.00393724 0.00173256
31 0.00305179 -9.56263e-05 1.00009 7.27353e-05 -0.000326056
32 0.00310212 -0.00351041 1.00009 0.00042536 -0.00110716
33 0.00260214 -0.0068623 1.00009 0.00155772 -0.000966855
34 0.00270684 -0.00617699 1.00009 0.00286906 -0.00292108
35 -4.39561e-05 -0.00302448 1.00009 0.00263614 -0.00632418
36 -0.000916436 0.00288657 1.00009 0.0026695 -0.00708797
37 -0.00160156 0.00105465 1.00009 0.00134918 -0.00676918
38 0.000961876 0.000429301 1.00009 -0.00202683 -0.00484313
39 -0.00384209 -0.00140408 1.00009 -0.000270856 -0.00137142
40 0.00139095 -0.00346958 1.00009 -0.00180132 0.00152555
41 0.00151255 -0.00171124 1.00009 -0.00119008 0.00273243
42 -0.00313603 0.000473812 1.00009 -0.00318403 0.00414607
43 -0.00317239 0.00319446 1.00009 -0.00178955 0.00360251
44 -0.00318011 0.00291526 1.00009 -0.00209719 0.0045489
45 -0.000680958 -0.00256834 1.00009 -0.00322695 0.00561996
46 0.00103755 -0.000996869 1.00009 -0.0033548 0.00411509
47 -0.000271719 0.00119039 1.00009 -0.00460544 0.00303662
48 0.00117641 0.00497782 1.00009 -0.00295813 0.00473231
49 0.00215837 0.0019055 1.00009 -0.0033034 0.00416393
50 0.00259259 0.00250289 1.00009 -0.000740819 0.00471724
51 0.00302938 0.000541129 1.00009 0.00198327 0.00654037
52 0.00421375 -0.000205615 1.00009 -0.00292568 0.00681773
53 0.00275606 0.00569403 1.00009 -0.002877 0.00612248
54 -0.000804391 0.00660778 1.00009 -0.000529023 0.00554895
55 -0.00448056 0.00591364 1.00009 0.000545346 0.00574258
56 0.000241483 0.00296713 1.00009 0.000757373 0.00747406
57 -0.000774635 0.00324412 1.00009 0.000730034 0.00771386
58 -0.000719531 0.00040723 1.00009 0.000694044 0.00533805
59 -0.00507311 0.000908247 1.00009 -0.000213087 0.00622484
60 0.000296954 0.000551797 1.00009 -0.00072078 0.00607161
61 -0.000906517 -0.00172264 1.00009 -0.00165012 0.00505732
62 -0.00573473 8.57257e-05 1.00009 -0.00159645 0.00388431
