# Autocorrelation functions of each variable listed.
# Values for orderParam only listed if non-Ising model.
# MCS Px Py Pz E OrderParam
1 0.788281 0.433126 1.00001 0.891769 0.659168
2 0.622971 0.190792 1.00002 0.79652 0.568896
3 0.492486 0.079957 1.00002 0.711688 0.498401
4 0.388912 0.0312733 1.00002 0.637085 0.439657
5 0.308293 0.0138107 1.00002 0.570354 0.389548
6 0.243972 0.00285684 1.00002 0.511276 0.346119
7 0.19212 0.000713701 1.00002 0.458316 0.30817
8 0.153025 0.00439144 1.00002 0.411556 0.275265
9 0.121185 0.00126933 1.00002 0.370021 0.24601
10 0.0961312 0.000872452 1.00002 0.332769 0.220297
11 0.0768048 -0.00412821 1.00002 0.299676 0.197066
12 0.060878 -0.00277883 1.00002 0.270393 0.177345
13 0.0492508 -0.000847353 1.00002 0.243757 0.160648
14 0.0391091 0.00243351 1.00002 0.219661 0.14601
15 0.0316385 0.00171913 1.00002 0.198163 0.13282
16 0.0253249 -0.000159431 1.00002 0.179799 0.121049
17 0.0209254 -5.35972e-05 1.00002 0.162873 0.109871
18 0.0176258 0.000766618 1.00002 0.146717 0.0997629
19 0.0161117 0.00105766 1.00002 0.132067 0.0899847
20 0.0171544 -0.00248778 1.00002 0.119197 0.0817701
21 0.0163688 -0.000635685 1.00002 0.10749 0.0752107
22 0.0165116 -6.80065e-07 1.00002 0.0975981 0.0694274
23 0.0156975 0.00238059 1.00002 0.0886632 0.0630284
24 0.0137548 0.00018453 1.00002 0.0804247 0.0566062
25 0.0115122 -0.00262008 1.00002 0.0729285 0.0507005
26 0.00875539 -0.00449863 1.00002 0.0667454 0.0455238
27 0.00692702 -0.00600677 1.00002 0.0614955 0.0413923
28 0.00762694 -0.00603323 1.00002 0.0563503 0.0369919
29 0.00744125 -0.000847353 1.00002 0.0515372 0.0322734
30 0.00759837 0.0025658 1.00002 0.0475881 0.0287834
31 0.00756981 0.000131613 1.00002 0.0441441 0.0257391
32 0.00812689 -0.00198507 1.00002 0.0415065 0.024152
33 0.00911249 0.00238059 1.00002 0.0393146 0.022358
34 0.00971242 0.00285684 1.00002 0.0368718 0.0202319
35 0.00872682 0.00447081 1.00002 0.0337613 0.0183691
36 0.00699844 0.00775167 1.00002 0.0314683 0.0175652
37 0.00445587 0.00740771 1.00002 0.0296807 0.0162845
38 0.00358454 0.00732834 1.00002 0.0281407 0.014373
39 0.00248467 0.00190434 1.00002 0.0261677 0.0124404
40 0.00145621 0.00132225 1.00002 0.0244262 0.0108932
41 0.00108483 0.00304205 1.00002 0.0233952 0.0104473
42 0.000856283 0.00269809 1.00002 0.0229148 0.0105874
43 -0.000572126 0.00285684 1.00002 0.0219523 0.0106172
44 -0.00261475 0.0036506 1.00002 0.0212141 0.0103427
45 -0.0045431 0.000131613 1.00002 0.0213912 0.0105545
46 -0.0064286 -0.00111194 1.00002 0.0222326 0.0111465
47 -0.00754276 -0.00351967 1.00002 0.0233318 0.0111111
48 -0.00660001 -0.00415467 1.00002 0.0242068 0.0111321
49 -0.00542872 -0.0043928 1.00002 0.0242588 0.0124239
50 -0.00575725 -0.00539822 1.00002 0.0239458 0.0132092
51 -0.00655716 -0.00635073 1.00002 0.0239059 0.0138881
52 -0.00572868 -0.00508072 1.00002 0.0241632 0.0137724
53 -0.00427171 -0.00296404 1.00002 0.023777 0.0133777
54 -0.00262904 -0.00378425 1.00002 0.02253 0.0126513
55 -0.00114349 -0.00550406 1.00002 0.0219952 0.0118712
56 -0.000186456 -0.00478968 1.00002 0.0217604 0.0120372
57 0.000142078 -0.00325508 1.00002 0.021262 0.0118081
58 0.00112768 -0.000794436 1.00002 0.020533 0.0111755
59 0.00179903 -0.0029905 1.00002 0.0186299 0.0106388
60 0.00221327 -0.00603323 1.00002 0.0164591 0.00890802
61 0.00184189 -0.00608615 1.00002 0.0151458 0.00791876
62 0.00135623 -0.00412821 1.00002 0.0149053 0.00750232
63 0.000199215 -0.00351967 1.00002 0.0144596 0.00644694
64 0.000899135 -0.00336092 1.00002 0.0138184 0.00611172
65 0.00197044 -0.00256716 1.00002 0.0136558 0.00635951
66 0.00275607 -0.000265266 1.00002 0.0130298 0.00644064
67 0.00212757 -0.0011384 1.00002 0.0121702 0.0065326
68 0.00145621 0.000290364 1.00002 0.0110859 0.00621145
69 -0.000614979 0.000845993 1.00002 0.00947355 0.00648837
70 -0.00191483 0.00251288 1.00002 0.0085554 0.00636353
71 -0.00390032 0.00124287 1.00002 0.00776244 0.00742493
72 -0.00475737 0.001481 1.00002 0.00655381 0.00743565
73 -0.00490021 0.00314789 1.00002 0.00492738 0.00706804
74 -0.00444312 -5.35972e-05 1.00002 0.0034951 0.00819386
75 -0.00361464 -0.00272591 1.00002 0.00173445 0.00958353
76 -0.00375748 -0.00433988 1.00002 0.00120443 0.0105804
77 -0.00208624 -0.00135007 1.00002 0.000283447 0.0120955
78 -0.00162915 0.00219538 1.00002 -2.34864e-05 0.0126284
79 -7.2183e-05 0.0010312 1.00002 -0.000170143 0.0129502
80 0.00189902 -0.00201153 1.00002 -0.000663216 0.0126083
81 0.00254181 -0.000873812 1.00002 -0.00102041 0.0122127
82 0.00277035 -0.00174694 1.00002 -0.00103043 0.0126155
83 0.00284177 0.000845993 1.00002 -0.00180523 0.0126546
84 0.00312745 0.00245996 1.00002 -0.00333418 0.0119038
85 0.00127052 -0.000424017 1.00002 -0.00398337 0.0125282
86 0.000256351 -0.00135007 1.00002 -0.0049428 0.0114367
87 -0.000543558 -0.00269945 1.00002 -0.00586983 0.0110972
88 -0.00112921 -0.00460447 1.00002 -0.00685135 0.0103783
89 -0.00110064 -0.000159431 1.00002 -0.00674034 0.0088739
90 7.06579e-05 -0.00187924 1.00002 -0.00668092 0.00766828
91 0.000470613 -0.00227611 1.00002 -0.00707966 0.00683041
