# Autocorrelation functions of each variable listed.
# Values for orderParam only listed if non-Ising model.
# MCS Px Py Pz E OrderParam
1 0.41434 0.416782 1 0.87155 0.950742
2 0.18469 0.188349 1 0.78442 0.912806
3 0.0918631 0.090304 1 0.719196 0.878571
4 0.051839 0.0448361 1 0.666138 0.847095
5 0.0283498 0.02745 1 0.622362 0.818079
6 0.0176818 0.0167557 1 0.585272 0.791229
7 0.0128704 0.0058293 1 0.553406 0.765984
8 0.00717185 0.00434927 1 0.525808 0.7415
9 0.00516698 0.00187044 1 0.501527 0.718632
10 0.00703068 0.000540225 1 0.480516 0.697157
11 0.00678784 -0.00183678 1 0.461276 0.676857
12 0.00359793 -0.00297437 1 0.443479 0.657679
13 0.00301577 -0.00180565 1 0.42749 0.639689
14 0.00230669 -0.00367352 1 0.411209 0.62247
15 0.00407648 -0.00428058 1 0.397695 0.606231
16 0.00427723 -0.00258782 1 0.384428 0.590639
17 0.0048568 -0.00412687 1 0.371583 0.575565
18 0.00284093 -0.00629179 1 0.360597 0.561145
19 0.00256701 -0.00605701 1 0.350784 0.547168
20 0.00329811 -0.0025742 1 0.34171 0.533427
21 0.000444289 0.00107075 1 0.332062 0.520282
22 0.00188447 6.41756e-05 1 0.323662 0.507684
23 0.00318802 -0.00114151 1 0.316033 0.495419
24 0.00147521 -0.00314235 1 0.308376 0.483944
25 0.00463339 -0.00522749 1 0.300232 0.472807
26 0.000223469 -0.00401662 1 0.292462 0.462042
27 -0.00085667 -0.00499206 1 0.285679 0.45185
28 -0.00107814 -0.00287384 1 0.278231 0.442123
29 -2.45486e-05 -0.00539547 1 0.271749 0.432514
30 -0.00638364 -0.00477739 1 0.265334 0.423074
31 -0.00440144 -0.00161756 1 0.258698 0.413574
32 -0.00428683 0.000770466 1 0.252627 0.404558
33 -0.00247299 0.00235751 1 0.246923 0.396129
34 -0.00222174 0.00375258 1 0.241852 0.387983
35 0.00155227 0.00195605 1 0.236413 0.380167
36 0.00351893 -0.00152093 1 0.231671 0.372156
37 0.0012395 -0.00400624 1 0.226064 0.364575
38 0.00026038 -0.00266241 1 0.221181 0.357021
39 0.00270559 -0.00207156 1 0.215625 0.349752
40 -0.000783496 -0.000467002 1 0.209652 0.342577
41 -0.00157029 0.00287053 1 0.203299 0.335756
42 0.000864559 0.00205139 1 0.197314 0.328947
43 -0.00133457 0.00281475 1 0.19224 0.322734
44 -0.000955748 0.000845052 1 0.188035 0.316267
45 0.00119287 -0.000453382 1 0.18455 0.310043
46 0.00393985 -0.00236082 1 0.181184 0.304102
47 0.00185145 3.499e-05 1 0.177274 0.298239
48 0.00202953 0.00222196 1 0.173276 0.292428
49 0.000420329 0.00379409 1 0.170244 0.286463
50 -0.00479775 0.00198394 1 0.166472 0.280947
51 -0.0010872 0.000102441 1 0.163104 0.275498
52 -0.000174784 -0.00342188 1 0.160197 0.270293
53 8.61851e-05 -0.00190942 1 0.156346 0.264883
54 -0.00285765 -0.00296399 1 0.154008 0.260212
55 -0.00119923 -0.0032085 1 0.151424 0.255798
56 -0.00142588 -0.00529559 1 0.149175 0.251931
57 -0.000265443 -0.00356132 1 0.146876 0.247975
58 -0.00173412 -0.00444532 1 0.144993 0.244086
59 0.00340431 -0.00282455 1 0.142751 0.240066
60 0.00468196 -0.00299447 1 0.141157 0.23602
61 -0.000205867 -0.00451407 1 0.139321 0.232035
62 -0.00381151 -0.00577229 1 0.13693 0.227589
63 -0.00193551 -0.00219738 1 0.134378 0.223056
64 0.00045465 -0.00127577 1 0.131452 0.218533
65 0.00296008 0.00253198 1 0.128006 0.213992
66 0.00296138 0.000276906 1 0.124884 0.209274
67 0.00223092 -0.00270067 1 0.122352 0.204634
68 0.00168373 -0.00269094 1 0.119563 0.200141
69 0.00404346 -0.00363007 1 0.116817 0.195854
70 0.00130749 -0.0016208 1 0.114026 0.191571
71 0.00193434 -0.00239065 1 0.111559 0.187527
72 -0.000741404 -0.00479165 1 0.108473 0.183537
73 0.000503217 -0.00303598 1 0.105756 0.179419
74 -0.000587283 -0.00336091 1 0.103291 0.175564
75 0.00196218 -0.00181602 1 0.0998353 0.17168
76 -0.00392743 -0.00200411 1 0.0972938 0.167954
77 -0.000189678 0.00114988 1 0.0947013 0.164571
78 -0.00258438 0.000178324 1 0.0931721 0.161028
79 -0.00339383 -0.00275645 1 0.0909379 0.157471
80 -0.00068377 -0.000994936 1 0.0883318 0.153744
81 0.00256312 -0.00250675 1 0.0859222 0.150207
82 0.0027548 -0.00266954 1 0.0836918 0.146688
83 0.00291799 -0.00101828 1 0.0819249 0.14347
84 0.00530815 -0.00109871 1 0.0801566 0.140025
85 0.00538262 0.000291174 1 0.0775143 0.136501
86 0.00356361 -0.00158967 1 0.0750855 0.132991
87 0.00398194 -0.00547006 1 0.0722593 0.129478
88 0.00236626 -0.00505562 1 0.0704652 0.125865
89 0.00347813 -0.00273829 1 0.0690559 0.122351
90 0.000808868 -0.00173041 1 0.0686406 0.119275
91 0.00377731 0.00255468 1 0.0685988 0.11615
92 0.0027166 0.00578066 1 0.0675056 0.112962
93 0.00129195 0.0032253 1 0.0657584 0.109991
94 -0.00138638 0.000830783 1 0.0642768 0.106931
95 0.000720152 -0.00270586 1 0.0632032 0.104097
96 0.00332401 -0.000183577 1 0.0624883 0.101474
97 0.00359923 -0.000214709 1 0.061663 0.099045
98 0.00540076 -0.00238287 1 0.0602301 0.0968063
99 -0.00119017 -0.00233942 1 0.059185 0.0946998
100 0.998454 0.662948 0.997515 32212.6 0.0926168
