# Autocorrelation functions of each variable listed.
# Values for orderParam only listed if non-Ising model.
# MCS Px Py Pz E OrderParam
1 0.33914 0.334451 1 0.615525 0.745643
2 0.119152 0.118459 1 0.410463 0.578964
3 0.044887 0.0423065 1.00001 0.290517 0.452879
4 0.0143453 0.0178404 1.00001 0.209343 0.354843
5 0.00503113 0.00925986 1.00001 0.151536 0.27833
6 0.000823282 0.00216791 1.00001 0.110027 0.217806
7 0.000154248 0.00049664 1.00001 0.0814158 0.16995
8 0.00180537 -0.000302818 1.00001 0.0595659 0.134097
9 0.000876054 -0.000410901 1.00001 0.0449822 0.106121
10 0.000955211 0.000856619 1.00001 0.03473 0.0854917
11 0.00248022 -0.00259891 1.00001 0.0267137 0.0698155
12 0.00503426 -0.00486464 1.00001 0.0224214 0.0574079
13 0.00658968 -0.00397407 1.00001 0.0186231 0.0446577
14 0.00315506 -0.0015489 1.00001 0.0145893 0.0353452
15 -0.000921306 0.00010629 1.00001 0.0102539 0.0273286
16 -0.004063 -0.000275127 1.00001 0.00782541 0.0225188
17 -0.00590552 0.0017396 1.00001 0.00729322 0.0170503
18 -0.00493596 0.00332422 1.00001 0.00684872 0.0125111
19 -0.0016686 0.00101249 1.00001 0.00755555 0.00887101
20 -0.00348072 -0.00215006 1.00001 0.00615407 0.00536334
21 -0.00168023 0.0010116 1.00001 0.00430604 0.00170977
22 -0.00220079 0.00331261 1.00001 0.00469661 -0.00101058
23 0.000453882 -0.00219561 1.00001 0.00317845 -0.00184327
24 0.0022575 -0.00135551 1.00001 0.00232017 -0.00219929
25 -0.00066684 0.00308661 1.00001 0.000600697 -0.00347851
26 0.00035952 0.00226885 1.00001 0.000627982 -0.00359663
27 -0.000181611 0.00242382 1.00001 -0.000156489 -0.00377543
28 -0.00292304 -0.00399506 1.00001 7.2289e-05 -0.00286951
29 -0.00127416 -0.00161679 1.00001 0.000984822 -0.00198975
30 2.14248e-05 -0.00203929 1.00001 0.000684461 -0.00178604
31 -0.000601099 0.000151399 1.00001 0.000898979 -0.000402707
32 -0.0019025 7.05602e-05 1.00001 0.00085659 0.000575494
33 0.000981149 -0.00109915 1.00001 0.00234609 0.00102133
34 -0.000312198 -0.000780706 1.00001 0.00317144 0.00238474
35 0.00166628 0.000625268 1.00001 0.00363969 0.00286514
36 -0.00171869 0.00106028 1.00001 0.00486964 0.00245054
37 -0.000632852 0.000200528 1.00001 0.00396859 0.00341578
38 0.00270069 -0.000713266 1.00001 0.00410194 0.00129025
39 0.00155448 -0.00502587 1.00001 0.00394481 -0.000218221
40 0.00117971 -0.00418934 1.00001 0.00337864 -0.00295069
41 0.00233755 -0.00433316 1.00001 0.00353975 -0.00443242
42 0.00190912 0.000747196 1.00001 -0.000437334 -0.00535447
43 0.0042342 0.00227286 1.00001 -0.00101622 -0.00451678
44 0.00349361 0.000776673 1.00001 -0.00321949 -0.00538336
45 -0.00219632 -0.00219472 1.00001 -0.00310683 -0.00640468
46 -0.00525035 0.00170119 1.00001 -0.0033024 -0.00484975
47 -0.00190921 0.00330635 1.00001 -0.00287605 -0.00350513
48 0.000969075 0.000999092 1.00001 -0.00272353 -0.000778764
49 0.000558978 7.50264e-05 1.00001 -0.00434746 0.00140122
50 0.00228165 -2.23377e-05 1.00001 -0.00611957 0.00268789
51 0.00153212 0.00150378 1.00001 -0.00741814 0.00380045
52 0.000457907 0.00106564 1.00001 -0.00780346 0.00314816
53 -0.00127639 7.63663e-05 1.00001 -0.00866524 0.00186398
54 -0.00431344 0.000962022 1.00001 -0.00965863 0.000429266
55 -0.00462738 0.00193656 1.00001 -0.0100139 0.00103555
56 -0.00352008 0.00439254 1.00001 -0.00766763 0.000900938
57 -0.00173971 0.00218041 1.00001 -0.00873574 -0.000856194
58 -0.00106576 0.00314468 1.00001 -0.00864027 -0.0014377
59 0.00154062 0.00271636 1.00001 -0.00923459 -0.00248733
60 0.000789294 -0.00140241 1.00001 -0.00983638 -0.00220052
61 -0.00310908 -0.00396156 1.00001 -0.00787833 -0.00128598
62 -0.00268244 -0.00344169 1.00001 -0.00707324 -0.00102173
63 -0.00569444 -0.00462436 1.00001 -0.00757624 -0.000473314
64 -0.00223478 -0.000188482 1.00001 -0.00889946 -0.000894545
65 -0.00234569 -0.00147074 1.00001 -0.0100343 -0.00281273
66 -0.00115833 -0.0024417 1.00001 -0.00778682 -0.00257485
67 0.000262474 -0.000755695 1.00001 -0.00750951 -0.00139427
68 0.00104152 0.000794092 1.00001 -0.00660028 -0.0025954
69 0.00121057 0.000194722 1.00001 -0.00496149 -0.00377012
70 0.00168507 -0.00197319 1.00001 -0.00549852 -0.00586718
71 0.00216448 -0.000653865 1.00001 -0.00530994 -0.00761362
72 0.00197218 -0.000280487 1.00001 -0.0031678 -0.00906187
73 -0.00116012 0.000867338 1.00001 -0.00157263 -0.00795183
74 -0.000854671 0.000455997 1.00001 -0.00111071 -0.00506716
75 -0.003597 0.000912001 1.00001 -0.00119251 -0.00369454
76 -0.00260284 0.00399817 1.00001 0.000258759 -0.00149328
77 0.00126513 0.00479763 1.00001 0.000871724 -0.000728971
78 0.00228389 0.00493832 1.00001 0.000100146 9.62177e-05
79 0.00640453 0.00387357 1.00001 -0.00063282 -6.70902e-05
80 0.00872156 0.00211119 1.00001 -0.000375803 0.000337189
81 0.00303879 -0.00163197 1.00001 0.00180571 -0.000295723
82 0.000693143 0.00183741 1.00001 0.00416678 -0.00147368
83 -0.00211224 0.00216612 1.00001 0.00377666 -0.000450272
84 0.0048281 0.00361631 1.00001 0.00304668 0.000173211
85 0.00494795 0.000766848 1.00001 0.000399211 0.000192078
86 0.00511834 0.000987033 1.00001 -0.00124517 -0.000972937
87 -0.000154331 0.00205938 1.00001 -0.00216172 -0.00202444
88 -0.000358261 0.00382533 1.00001 -0.00315326 -0.00147677
89 -0.00114402 0.000592664 1.00001 -0.00263863 -0.00137021
90 -0.00149151 0.00529205 1.00001 -0.00234003 -0.00123133
91 0.000578655 0.00459665 1.00001 -0.000725623 -0.000130023
92 -0.00399502 0.00282757 1.00001 0.000692646 0.000863369
93 -0.000522389 0.000967382 1.00001 0.000108675 0.00301749
94 0.00151691 0.00424471 1.00001 0.000684354 0.00467322
95 0.00355666 0.00193164 1.00001 -0.000628392 0.00445575
96 0.00254417 0.000831161 1.00001 -0.00121474 0.00240695
97 0.00398241 -0.00306608 1.00001 0.000143515 0.00180478
98 0.00243147 -0.00220186 1.00001 -0.00094254 0.00112277
99 0.00239659 -0.00181151 1.00001 0.000227497 0.00164575
100 1.00132 0.686711 0.998739 6005.7 0.0026243
