# Autocorrelation functions of each variable listed.
# Values for orderParam only listed if non-Ising model.
# MCS Px Py Pz E OrderParam
1 0.765648 0.435546 1 0.911604 0.837636
2 0.588256 0.189282 1 0.833978 0.757836
3 0.455176 0.0780647 1 0.764876 0.692644
4 0.352787 0.0287921 1 0.702905 0.636972
5 0.273805 0.011649 1 0.647495 0.588136
6 0.214068 0.00460584 1 0.597571 0.54551
7 0.16678 0.00240979 1 0.552613 0.508041
8 0.12888 0.0050312 1 0.511521 0.473688
9 0.0994911 0.0066634 1 0.473526 0.442318
10 0.0769343 0.00822635 1 0.439383 0.414135
11 0.0591667 0.00366608 1 0.408132 0.38795
12 0.0462046 0.00180637 1 0.379042 0.364142
13 0.0367678 0.00262741 1 0.352149 0.342739
14 0.0296194 0.000708342 1 0.327212 0.323524
15 0.023735 0.000302765 1 0.303881 0.305639
16 0.0196104 -0.000904073 1 0.282294 0.28852
17 0.0166519 -0.00178447 1 0.262755 0.271791
18 0.0160417 0.00398263 1 0.245138 0.256155
19 0.0142273 0.00488281 1 0.229533 0.241828
20 0.0115902 0.00396285 1 0.215383 0.227196
21 0.0108274 0.000550068 1 0.201972 0.213725
22 0.0110999 -0.000528173 1 0.189572 0.201181
23 0.0117864 0.000916076 1 0.178615 0.190494
24 0.0121351 0.00425961 1 0.16837 0.179819
25 0.0125056 0.00545656 1 0.158708 0.169867
26 0.0115466 0.00135133 1 0.149763 0.159745
27 0.0102335 0.000451147 1 0.142045 0.150255
28 0.00878424 0.00178658 1 0.134852 0.141116
29 0.00886052 0.00110403 1 0.127732 0.132764
30 0.00729135 -0.000201733 1 0.12127 0.125253
31 0.00596191 0.00249881 1 0.115178 0.117739
32 0.00573852 0.00346824 1 0.109671 0.111917
33 0.00396775 0.00257795 1 0.104516 0.10642
34 0.00201174 0.00369576 1 0.0993709 0.102071
35 0.00270915 0.00372544 1 0.0945212 0.0976079
36 0.00255659 -0.00282314 1 0.0899099 0.0932799
37 0.000268212 -0.00486092 1 0.0859525 0.0881573
38 -0.00137179 -0.00462351 1 0.0821382 0.0843341
39 -0.00184581 -0.00246703 1 0.0784173 0.080517
40 -0.00114295 0.00105457 1 0.0749535 0.0764357
41 -0.000445543 0.00444756 1 0.0714849 0.0729233
42 0.000774924 0.00291428 1 0.0683622 0.0695897
43 0.00178835 0.00296374 1 0.0653905 0.0664688
44 0.00260018 -0.00143825 1 0.0625713 0.0629638
45 0.00291074 0.000144491 1 0.059801 0.0602018
46 0.00304151 -0.000597418 1 0.0572222 0.057758
47 0.00165214 -0.00246703 1 0.0552464 0.0550438
48 0.000426219 -0.00362441 1 0.052963 0.053153
49 -0.00227624 -0.00404977 1 0.0499923 0.0502218
50 -0.00277206 -0.0068888 1 0.0467247 0.0476369
51 -0.00216183 -0.00329797 1 0.0436255 0.0448089
52 -0.00232528 -0.00179436 1 0.0412028 0.0418104
53 -0.00284289 -0.00221972 1 0.038457 0.038332
54 -0.00270668 -0.00176469 1 0.0360945 0.035046
55 -0.00490788 -0.00272422 1 0.0335877 0.0317471
56 -0.00512582 -0.00179436 1 0.0313998 0.028408
57 -0.00422136 -0.000458928 1 0.0298512 0.0266288
58 -0.00545818 0.00179647 1 0.0285355 0.025292
59 -0.00641712 0.0012623 1 0.0264406 0.0238011
