# Autocorrelation functions of each variable listed.
# Values for orderParam only listed if non-Ising model.
# MCS Px Py Pz E OrderParam
1 0.367432 0.370039 1 0.729292 0.854983
2 0.143745 0.148391 1 0.565386 0.750618
3 0.0616669 0.0647563 1 0.452675 0.662975
4 0.0294932 0.0272452 1 0.371062 0.588157
5 0.0145807 0.0130065 1 0.307391 0.524054
6 0.00809576 0.00594146 1 0.257712 0.467535
7 0.0035793 0.00493002 1 0.217333 0.416768
8 0.0026369 0.00167005 1 0.183922 0.371382
9 0.00238038 0.000791634 1 0.15533 0.332128
10 0.00245437 -0.00234016 1 0.13278 0.2974
11 0.00143475 -0.00054995 1 0.115129 0.266695
12 -0.00143618 0.000787325 1 0.100707 0.239066
13 -0.00136111 0.00108839 1 0.0884235 0.213733
14 -0.000295046 -0.00141705 1 0.0775357 0.192259
15 0.00153898 0.000417865 1 0.0681129 0.172683
16 0.00120522 -0.000553181 1 0.0594168 0.155846
17 -0.000265343 -0.000517635 1 0.0516167 0.140562
18 -0.00534995 0.000737777 1 0.0465943 0.126838
19 -0.000110348 0.00324052 1 0.0429457 0.114924
20 -0.00116939 0.0024499 1 0.0390722 0.10331
21 -0.00338037 0.00197703 1 0.0354797 0.0926547
22 0.00120738 -0.000364142 1 0.0323248 0.0837516
23 0.00225995 -0.00199763 1 0.0284004 0.0761511
24 -0.000247521 -0.00405713 1 0.0271703 0.0694957
25 -0.000583434 -0.00560768 1 0.0250777 0.0637745
26 -0.000118448 -0.00204233 1 0.0243289 0.0585515
27 0.000560939 -0.000123939 1 0.0217992 0.0537549
28 0.00321314 0.00142877 1 0.0208785 0.0491065
29 0.00293177 0.00201527 1 0.0175463 0.0453506
30 0.00255428 -0.00133842 1 0.0143162 0.0414183
31 0.00290855 -0.00196639 1 0.0117958 0.0366781
32 -0.000611517 -0.00214736 1 0.0124921 0.0334799
33 0.000313054 -0.00328105 1 0.0114364 0.0293816
34 0.00368461 -0.00347224 1 0.0120663 0.0268021
35 0.004 -0.000434695 1 0.0097388 0.0225974
