# Autocorrelation functions of each variable listed.
# Values for orderParam only listed if non-Ising model.
# MCS Px Py Pz E OrderParam
1 0.388133 0.384898 1.00001 0.787707 0.903369
2 0.163465 0.161945 1.00001 0.653156 0.830955
3 0.0714976 0.0760062 1.00001 0.556479 0.768669
4 0.0329523 0.0351656 1.00001 0.481511 0.71346
5 0.0180529 0.0177033 1.00001 0.422481 0.664545
6 0.00880022 0.00725362 1.00001 0.374083 0.620468
7 0.00344199 0.00346234 1.00001 0.333463 0.579893
8 0.00057003 0.00178347 1.00001 0.299035 0.543045
9 0.00346014 -0.00036483 1.00001 0.269534 0.508838
10 0.00172771 -0.00210958 1.00001 0.245342 0.477301
11 0.00189744 -0.0019337 1.00001 0.225071 0.449157
12 0.00183833 -0.00352257 1.00001 0.207391 0.423497
13 0.00267352 0.000138126 1.00001 0.192233 0.39985
14 -0.000776111 0.00153817 1.00001 0.177469 0.378198
15 -0.00218546 0.00216936 1.00001 0.163729 0.358038
16 2.45501e-05 0.00191112 1.00001 0.151949 0.339127
17 -0.000123525 -7.01154e-05 1.00001 0.142886 0.321272
18 6.25932e-05 -0.0032102 1.00001 0.135486 0.304608
19 -0.0020526 -0.0014378 1.00001 0.129279 0.289208
20 -0.000557802 0.000490489 1.00001 0.121917 0.274657
21 0.00417476 -0.0025196 1.00001 0.114331 0.261104
22 0.00300772 -0.000875432 1.00001 0.108697 0.248511
23 0.00371415 -0.00159251 1.00001 0.104147 0.236582
24 0.00444574 -0.00252607 1.00001 0.100085 0.225514
25 0.00186467 -0.00198723 1.00001 0.0940439 0.215025
26 -0.000468254 -0.00319903 1.00001 0.0893979 0.205197
27 -0.00222233 -0.00483143 1.00001 0.0845216 0.196095
28 -0.00240494 -0.00256019 1.00001 0.0794232 0.188356
29 -0.00314649 -0.00144604 1.00001 0.0745738 0.180877
30 -0.0019098 0.00219995 1.00001 0.0705629 0.173475
31 0.00208941 0.00286114 1.00001 0.0667703 0.16623
32 0.00353798 0.00450531 1.00001 0.0648582 0.159448
33 0.00316106 0.0041553 1.00001 0.0617928 0.153216
34 -0.000367587 0.00136816 1.00001 0.0569225 0.147542
35 -0.00194784 -0.000188942 1.00001 0.0526569 0.141757
36 -0.00183839 -0.000423067 1.00001 0.0503569 0.13609
37 -0.00221297 -0.00360022 1.00001 0.0475648 0.131128
38 0.000124047 -0.00118779 1.00001 0.0432796 0.1262
39 0.00133031 -0.00328315 1.00001 0.0396126 0.121231
40 -0.000241752 -0.00514144 1.00001 0.0377668 0.11579
41 0.0004559 -0.00286196 1.00001 0.0372274 0.111075
42 -0.00071056 -0.00431906 1.00001 0.0369286 0.106361
43 -0.00162242 -0.00195252 1.00001 0.0347145 0.101972
44 -0.000232972 -0.000960141 1.00001 0.0322927 0.0982693
45 0.00197645 -0.00202488 1.00001 0.0295312 0.0945661
46 0.00170313 -0.00334021 1.00001 0.0274109 0.0904548
47 0.00271625 -0.00141368 1.00001 0.0254135 0.0864952
48 -0.00176699 -0.00463377 1.00001 0.0224524 0.0831257
49 -0.00108631 -0.00293314 1.00001 0.0206133 0.0797991
50 0.00013985 -0.0028902 1.00001 0.0192433 0.0761267
51 0.000590515 -0.00410964 1.00001 0.0180479 0.0729398
52 0.00445979 -0.000242473 1.00001 0.0160512 0.0700058
53 0.00224685 0.000679318 1.00001 0.013597 0.0670785
54 0.00287486 0.000597551 1.00001 0.0120595 0.0640588
55 0.00185238 -0.0027996 1.00001 0.0110254 0.0611736
56 0.00619339 -0.00192546 1.00001 0.0106878 0.0580619
57 0.00402551 0.000642846 1.00001 0.0103121 0.0554333
58 8.01516e-05 0.00135698 1.00001 0.0107207 0.0535042
59 -0.000588822 -0.0016331 1.00001 0.00975364 0.0507386
60 -0.00150654 0.00147169 1.00001 0.00971766 0.047369
61 -0.00299841 0.00509415 1.00001 0.00798377 0.0441114
62 -0.00478293 0.00442236 1.00001 0.00608097 0.0419621
63 -0.00168739 0.00425942 1.00001 0.00465458 0.0400948
64 0.00455227 -0.00101897 1.00001 0.00491112 0.0384351
65 0.00299484 -0.00274901 1.00001 0.00530038 0.0364581
66 -0.00104534 -0.000495422 1.00001 0.00639513 0.0349845
67 -0.00199817 -0.000493657 1.00001 0.00643203 0.0335334
68 0.00147311 -0.000780136 1.00001 0.00625949 0.0318934
69 -0.000170933 -0.0021737 1.00001 0.00701201 0.0309628
70 0.000628558 -0.00277254 1.00001 0.00567185 0.0292271
71 0.00241132 -0.00284608 1.00001 0.00479899 0.0282871
72 0.000361671 -0.00132192 1.00001 0.00443056 0.0271109
73 -0.00147727 0.000606374 1.00001 0.00492837 0.0261778
74 -0.000479375 0.00148875 1.00001 0.00472586 0.0254544
75 0.000558909 0.00109227 1.00001 0.00393415 0.0243389
76 -0.00410576 -0.00115779 1.00001 0.0034063 0.0233066
77 -0.00452833 -0.00113073 1.00001 0.00403113 0.0220132
78 -0.00425032 -0.00207311 1.00001 0.00521524 0.0214196
79 -0.0072212 -3.4232e-05 1.00001 0.00629743 0.0206923
80 -0.00443235 -0.00176722 1.00001 0.0055991 0.0199417
81 -0.000835809 -0.00133897 1.00001 0.00428773 0.0190953
82 -0.000110064 -0.00340256 1.00001 0.00387725 0.0181169
83 -0.00524471 -0.00406788 1.00001 0.00311872 0.0172601
84 -0.000822933 -0.000464832 1.00001 0.000782939 0.0169118
