# Autocorrelation functions of each variable listed.
# Values for orderParam only listed if non-Ising model.
# MCS Px Py Pz E OrderParam
1 0.517104 0.488502 1.00001 0.985086 0.990761
2 0.292893 0.260482 1.00001 0.973077 0.983333
3 0.176267 0.149896 1.00001 0.962923 0.976526
4 0.109229 0.0898872 1.00001 0.954013 0.970187
5 0.0739537 0.0561704 1.00001 0.945897 0.964101
6 0.0561485 0.0353905 1.00001 0.938373 0.958243
7 0.041375 0.0238855 1.00001 0.931366 0.952591
8 0.0294036 0.0173194 1.00001 0.924703 0.947102
9 0.0181337 0.0124877 1.00001 0.918305 0.941767
10 0.011157 0.0107448 1.00001 0.912179 0.936488
11 0.00703592 0.00513504 1.00001 0.906392 0.931442
12 0.00385022 -0.00236195 1.00001 0.900672 0.926574
13 0.00427438 -0.00463662 1.00001 0.895229 0.921808
14 0.00613093 -0.00180363 1.00001 0.890021 0.917209
15 0.00793787 -0.000595702 1.00001 0.885063 0.912752
16 0.00781437 0.000332001 1.00001 0.880309 0.908359
17 0.00755016 -0.00365054 1.00001 0.875599 0.904056
18 0.00459629 -0.00641773 1.00001 0.870983 0.899809
19 0.00540207 -0.00908302 1.00001 0.866488 0.895641
20 0.00370546 -0.0133511 1.00001 0.862081 0.891483
21 0.00418732 -0.00910531 1.00001 0.85775 0.88743
22 0.00208579 -0.00824872 1.00001 0.853523 0.883447
23 0.000239364 -0.0104003 1.00001 0.849536 0.879549
24 -0.00123454 -0.0101848 1.00001 0.845645 0.875728
25 -0.00018985 -0.0103313 1.00001 0.841885 0.871977
26 0.000911528 -0.00856185 1.00001 0.838115 0.8683
27 0.00355261 -0.00673298 1.00001 0.834545 0.864757
28 -0.000186813 -0.00601544 1.00001 0.830973 0.861231
29 0.00280756 -0.00683488 1.00001 0.82752 0.857734
30 0.0024077 -0.00544969 1.00001 0.824097 0.854305
31 0.00499614 -0.000889722 1.00001 0.820708 0.850957
32 0.00522897 0.00350678 1.00001 0.817404 0.847677
33 0.00355868 0.00265763 1.00001 0.814115 0.844373
34 0.00221739 0.00307371 1.00001 0.810936 0.841098
35 -0.000539092 0.000255577 1.00001 0.807722 0.837814
36 0.000360839 0.000734289 1.00001 0.80462 0.834649
37 0.000137122 -0.00184715 1.00001 0.801539 0.831531
38 0.000544065 -0.00250524 1.00001 0.79849 0.828427
39 0.00156446 -0.0032801 1.00001 0.795454 0.825276
40 0.00269722 -0.00260396 1.00001 0.79239 0.822109
41 0.00124761 -0.000169001 1.00001 0.789293 0.819049
42 0.000570384 0.00224685 1.00001 0.786218 0.816017
43 0.000605815 0.00371377 1.00001 0.783145 0.81302
44 -0.0028775 0.000165354 1.00001 0.780101 0.810049
45 -0.000316387 0.00178087 1.00001 0.777062 0.807165
46 0.00153713 0.00120451 1.00001 0.774086 0.804225
47 0.00182766 0.00245701 1.00001 0.771181 0.80132
48 0.00251804 0.00133825 1.00001 0.76829 0.798416
49 0.0036427 0.00255254 1.00001 0.765416 0.795574
50 0.00189143 0.00374879 1.00001 0.7626 0.792798
51 0.00120509 0.00304505 1.00001 0.759944 0.790037
52 -0.000894408 0.00614978 1.00001 0.75726 0.787305
53 -0.00705119 0.00579314 1.00001 0.754468 0.784544
54 -0.0072162 0.00720061 1.00001 0.751697 0.781832
55 -0.00749356 0.00690235 1.00001 0.749041 0.779201
56 -0.00878019 0.00436974 1.00001 0.746333 0.776569
57 -0.00646001 0.00108457 1.00001 0.743572 0.773942
58 -0.00618568 0.000227979 1.00001 0.740713 0.771397
59 -0.00515719 0.00190719 1.00001 0.737821 0.768778
60 -0.00441011 0.00377745 1.00001 0.735102 0.766141
61 -0.00523007 0.00603408 1.00001 0.732381 0.763497
62 -0.00607028 0.00536113 1.00001 0.729822 0.760893
63 -0.0038908 0.00478901 1.00001 0.727122 0.758369
64 -0.00334821 0.000696077 1.00001 0.724356 0.75585
65 -0.00164351 0.000530491 1.00001 0.721651 0.753311
66 -0.00048544 0.00123105 1.00001 0.718896 0.750773
67 -0.000550227 0.000785238 1.00001 0.716199 0.748217
68 0.00138933 -0.00191826 1.00001 0.713527 0.745722
69 0.000934811 0.000481665 1.00001 0.710936 0.743299
70 0.00124761 -0.000887599 1.00001 0.708351 0.740888
71 0.00089027 0.0011111 1.00001 0.705866 0.738462
72 0.000646307 0.00219908 1.00001 0.703481 0.736094
73 -0.00205956 0.00115781 1.00001 0.701095 0.733782
74 -0.00257279 -0.000523524 1.00001 0.698695 0.731497
75 -0.000451022 -0.00207217 1.00001 0.696332 0.729194
76 0.000346667 -0.00230357 1.00001 0.693952 0.726811
77 -2.78825e-05 -0.00423009 1.00001 0.691659 0.724348
78 -0.00171336 -0.00726052 1.00001 0.689352 0.72186
79 -0.00108674 -0.00459629 1.00001 0.687023 0.719415
80 8.6507e-05 -0.00385222 1.00001 0.684642 0.716946
81 -0.000810387 -0.00297652 1.00001 0.682285 0.71441
82 -0.00355776 -0.00459735 1.00001 0.679922 0.711868
83 -0.00177106 -0.000671065 1.00001 0.677547 0.709374
84 -0.00241083 -0.0031092 1.00001 0.675207 0.706904
85 -0.000309301 -0.00536902 1.00001 0.672904 0.70447
86 0.00197241 -0.00821157 1.00001 0.670512 0.702026
87 0.00272759 -0.00521511 1.00001 0.668243 0.699613
88 0.00252614 -0.00342021 1.00001 0.665877 0.697218
89 0.00125672 -0.00154994 1.00001 0.663639 0.694887
90 0.0012385 -0.0028396 1.00001 0.661425 0.692518
91 -0.00186317 -0.00146396 1.00001 0.659132 0.690193
92 -0.00258191 -0.00145866 1.00001 0.656891 0.688002
93 -0.00556008 -0.00153296 1.00001 0.654698 0.685748
94 -0.00628994 -0.0018429 1.00001 0.652445 0.683417
95 -0.005883 0.000907304 1.00001 0.6502 0.681172
96 -0.00892293 0.000857416 1.00001 0.647893 0.678985
97 -0.00666652 0.0028593 1.00001 0.645537 0.676835
98 -0.00495473 0.00331254 1.00001 0.643258 0.674684
99 -0.00188241 0.00247081 1.00001 0.641009 0.672519
100 0.953695 0.673695 0.970747 121689 0.670386
