# Autocorrelation functions of each variable listed.
# Values for orderParam only listed if non-Ising model.
# MCS Px Py Pz E OrderParam
1 0.610169 0.30769 1.00001 0.999458 0.997746
2 0.406779 -3.84829e-06 1.00001 0.998918 0.997706
3 0.288135 -0.153851 1.00002 0.99838 0.997667
4 0.288135 -0.0769272 1.00001 0.997844 0.997627
5 0.254236 -3.84829e-06 1.00001 0.997307 0.997586
6 0.186439 -3.84829e-06 1.00002 0.996769 0.997545
7 0.16949 -3.84829e-06 1.00002 0.996231 0.997504
8 0.118643 -3.84829e-06 1.00002 0.995691 0.997462
9 0.101694 -3.84829e-06 1.00002 0.995149 0.997419
10 0.101694 -3.84829e-06 1.00002 0.994611 0.997377
11 0.0677952 -3.84829e-06 1.00002 0.994072 0.997334
12 0.0169477 -3.84829e-06 1.00002 0.993533 0.99729
13 -0.050849 -3.84829e-06 1.00002 0.992994 0.997245
14 -0.0847474 -3.84829e-06 1.00002 0.992453 0.997201
15 -0.0169507 -3.84829e-06 1.00002 0.991913 0.997157
16 0.0169477 -3.84829e-06 1.00002 0.991371 0.997113
17 0.050846 -3.84829e-06 1.00002 0.990827 0.997069
18 0.0677952 -3.84829e-06 1.00002 0.990285 0.997025
19 0.050846 -3.84829e-06 1.00002 0.989742 0.996982
20 -1.50742e-06 -3.84829e-06 1.00002 0.9892 0.996938
21 -0.0169507 -3.84829e-06 1.00002 0.98866 0.996894
22 -1.50742e-06 -3.84829e-06 1.00002 0.988119 0.99685
23 0.050846 -3.84829e-06 1.00002 0.987578 0.996806
24 0.0338968 -3.84829e-06 1.00002 0.987038 0.996762
25 0.0338968 -3.84829e-06 1.00002 0.986497 0.996718
26 0.050846 -3.84829e-06 1.00002 0.985957 0.996675
27 0.050846 -3.84829e-06 1.00002 0.985416 0.996632
28 0.050846 -3.84829e-06 1.00002 0.984876 0.996589
29 0.0338968 -3.84829e-06 1.00002 0.984336 0.996546
30 0.0169477 -3.84829e-06 1.00002 0.983795 0.996503
31 -0.0169507 -3.84829e-06 1.00002 0.983255 0.99646
32 -0.0338999 -3.84829e-06 1.00002 0.982715 0.996416
33 -1.50742e-06 -3.84829e-06 1.00002 0.982174 0.996373
34 0.0169477 -3.84829e-06 1.00002 0.981634 0.99633
35 -0.0169507 -3.84829e-06 1.00002 0.981094 0.996286
36 -0.0338999 -3.84829e-06 1.00002 0.980553 0.996243
37 -0.0338999 -3.84829e-06 1.00002 0.980013 0.9962
38 0.0169477 -3.84829e-06 1.00002 0.979472 0.996157
39 -0.0169507 -3.84829e-06 1.00002 0.978932 0.996114
40 -0.0338999 -3.84829e-06 1.00002 0.978391 0.99607
41 -0.0338999 -3.84829e-06 1.00002 0.977851 0.996027
42 -0.0169507 -3.84829e-06 1.00002 0.97731 0.995983
43 -1.50742e-06 -3.84829e-06 1.00002 0.97677 0.995939
44 -1.50742e-06 -3.84829e-06 1.00002 0.97623 0.995895
45 -1.50742e-06 -3.84829e-06 1.00002 0.975689 0.995851
46 -1.50742e-06 -3.84829e-06 1.00002 0.975149 0.995807
47 -0.0169507 -3.84829e-06 1.00002 0.974609 0.995763
48 -1.50742e-06 -3.84829e-06 1.00002 0.974068 0.995719
49 0.0169477 -3.84829e-06 1.00002 0.973528 0.995675
50 -1.50742e-06 -3.84829e-06 1.00002 0.972988 0.995631
51 -1.50742e-06 -3.84829e-06 1.00002 0.972448 0.995586
52 -1.50742e-06 -3.84829e-06 1.00002 0.971907 0.995541
53 0.0169477 -3.84829e-06 1.00002 0.971367 0.995496
54 -1.50742e-06 -3.84829e-06 1.00002 0.970827 0.995452
55 -1.50742e-06 -3.84829e-06 1.00002 0.970287 0.995407
56 -1.50742e-06 -3.84829e-06 1.00002 0.969746 0.995362
57 -1.50742e-06 -3.84829e-06 1.00002 0.969206 0.995317
58 -1.50742e-06 -3.84829e-06 1.00002 0.968666 0.995272
59 -1.50742e-06 -3.84829e-06 1.00002 0.968126 0.995227
60 -1.50742e-06 -3.84829e-06 1.00002 0.967585 0.995182
61 -1.50742e-06 -3.84829e-06 1.00002 0.967045 0.995137
62 -1.50742e-06 -3.84829e-06 1.00002 0.966505 0.995092
