# Autocorrelation functions of each variable listed.
# Values for orderParam only listed if non-Ising model.
# MCS Px Py Pz E OrderParam
1 0.998733 0.00075778 1 0.917313 0.0744578
2 0.997746 0.000539849 1 0.916828 0.0743932
3 0.996924 0.000398306 1 0.916345 0.0743439
4 0.996299 0.00030619 1 0.915864 0.0743036
5 0.995804 0.000241036 1 0.915383 0.0742695
6 0.995409 0.000173634 1 0.914903 0.0742371
7 0.995075 0.000133193 1 0.914424 0.0742086
8 0.994767 9.72459e-05 1 0.913945 0.0741807
9 0.994543 6.57919e-05 1 0.913467 0.0741538
10 0.994359 5.6805e-05 1 0.91299 0.0741308
11 0.994192 5.45583e-05 1 0.912512 0.0741092
12 0.994035 4.78182e-05 1 0.912035 0.0740871
13 0.993881 4.1078e-05 1 0.911558 0.074066
14 0.993764 3.43379e-05 1 0.911081 0.0740457
15 0.99365 2.75977e-05 1 0.910605 0.074026
16 0.993564 2.08576e-05 1 0.910128 0.0740074
17 0.993443 1.86109e-05 1 0.909652 0.0739901
18 0.99334 1.41175e-05 1 0.909175 0.0739722
19 0.993226 1.63642e-05 1 0.908699 0.073955
20 0.993119 9.62403e-06 1 0.908222 0.0739376
21 0.992998 5.1306e-06 1 0.907745 0.0739206
22 0.992895 7.37731e-06 1 0.907268 0.0739054
23 0.992794 9.62403e-06 1 0.90679 0.0738901
24 0.992664 1.18707e-05 1 0.906312 0.0738746
25 0.992517 7.37731e-06 1 0.905834 0.0738583
26 0.99236 2.88388e-06 1 0.905356 0.0738416
27 0.992203 2.88388e-06 1 0.904878 0.0738258
28 0.992062 5.1306e-06 1 0.9044 0.0738106
29 0.991925 5.1306e-06 1 0.903922 0.0737951
30 0.991805 5.1306e-06 1 0.903445 0.0737797
31 0.991694 7.37731e-06 1 0.902967 0.0737648
32 0.991611 9.62403e-06 1 0.902489 0.07375
33 0.991517 9.62403e-06 1 0.902012 0.0737348
34 0.991417 1.18707e-05 1 0.901534 0.0737197
35 0.991303 9.62403e-06 1 0.901057 0.0737046
36 0.991193 9.62403e-06 1 0.90058 0.0736891
37 0.991086 9.62403e-06 1 0.900102 0.0736734
38 0.990972 9.62403e-06 1 0.899624 0.0736586
39 0.990872 7.37731e-06 1 0.899147 0.0736432
40 0.990765 2.88388e-06 1 0.898669 0.0736279
41 0.990671 2.88388e-06 1 0.898191 0.0736133
42 0.990578 2.88388e-06 1 0.897714 0.0735984
43 0.990487 2.88388e-06 1 0.897236 0.0735836
44 0.990384 6.37169e-07 1 0.896759 0.0735687
45 0.99027 -1.60955e-06 1 0.896281 0.0735539
46 0.990156 -1.60955e-06 1 0.895804 0.0735397
47 0.990036 -1.60955e-06 1 0.895326 0.0735255
48 0.989939 -1.60955e-06 1 0.894849 0.0735113
49 0.989835 -1.60955e-06 1 0.894371 0.0734973
50 0.989742 -1.60955e-06 1 0.893894 0.073483
51 0.989651 -1.60955e-06 1 0.893417 0.073469
52 0.989581 -1.60955e-06 1 0.892939 0.0734551
53 0.989501 -1.60955e-06 1 0.892462 0.0734416
54 0.989424 -1.60955e-06 1 0.891984 0.0734281
55 0.989341 -1.60955e-06 1 0.891507 0.0734147
56 0.98925 -1.60955e-06 1 0.891029 0.073401
57 0.98917 -1.60955e-06 1 0.890552 0.0733873
58 0.989086 -1.60955e-06 1 0.890074 0.0733736
59 0.989016 -1.60955e-06 1 0.889597 0.0733598
60 0.988946 -1.60955e-06 1 0.889119 0.0733459
61 0.988876 -1.60955e-06 1 0.888642 0.0733323
62 0.988812 -1.60955e-06 1 0.888164 0.0733188
63 0.988755 -1.60955e-06 1 0.887686 0.0733057
64 0.988695 -1.60955e-06 1 0.887208 0.0732928
65 0.988642 -1.60955e-06 1 0.886731 0.0732798
66 0.988558 -1.60955e-06 1 0.886253 0.0732671
67 0.988505 -1.60955e-06 1 0.885776 0.0732542
68 0.988451 -1.60955e-06 1 0.885298 0.0732413
69 0.988398 -1.60955e-06 1 0.88482 0.0732283
70 0.988354 -1.60955e-06 1 0.884343 0.0732154
71 0.988314 -1.60955e-06 1 0.883865 0.0732025
72 0.988281 -1.60955e-06 1 0.883388 0.0731898
73 0.988234 -1.60955e-06 1 0.882911 0.0731769
74 0.988164 -1.60955e-06 1 0.882433 0.073164
75 0.98807 -1.60955e-06 1 0.881956 0.0731511
76 0.987983 -1.60955e-06 1 0.881478 0.0731382
77 0.987916 -1.60955e-06 1 0.881001 0.0731253
78 0.987849 -1.60955e-06 1 0.880524 0.0731124
79 0.987792 -1.60955e-06 1 0.880046 0.0730996
80 0.987739 -1.60955e-06 1 0.879569 0.0730867
81 0.987659 -1.60955e-06 1 0.879092 0.0730738
82 0.987595 -1.60955e-06 1 0.878614 0.0730611
83 0.987558 -1.60955e-06 1 0.878137 0.0730484
84 0.987512 -1.60955e-06 1 0.87766 0.0730356
85 0.987465 -1.60955e-06 1 0.877182 0.0730228
86 0.987415 -1.60955e-06 1 0.876705 0.0730099
87 0.987368 -1.60955e-06 1 0.876227 0.0729972
88 0.987318 -1.60955e-06 1 0.87575 0.0729847
89 0.987281 -1.60955e-06 1 0.875273 0.0729724
90 0.987241 -1.60955e-06 1 0.874795 0.0729604
91 0.987201 -1.60955e-06 1 0.874318 0.0729482
92 0.987181 -1.60955e-06 1 0.87384 0.072936
93 0.987147 -1.60955e-06 1 0.873363 0.0729241
94 0.987114 -1.60955e-06 1 0.872885 0.0729121
95 0.987107 -1.60955e-06 1 0.872408 0.0728997
96 0.987094 -1.60955e-06 1 0.871931 0.0728874
97 0.987057 -1.60955e-06 1 0.871453 0.0728752
98 0.987017 -1.60955e-06 1 0.870976 0.0728636
99 0.986963 6.37169e-07 1 0.870499 0.0728524
100 0.988478 0.370848 1 1811.92 0.072841
